id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
6287375;Single & Quite Room in Guinardó, Barcelona;3073;Ricard;Horta-Guinardó;el Guinardó;41,42031;2,17312;Private room;26;4;21;01/12/2016;0,24;1;0;0;
8215059;Park Guell - 1bdr / 1 bath;10704;Weflating;Gràcia;Vallcarca i els Penitents;41,4097;2,1466;Entire home/apt;120;2;12;21/08/2022;0,17;23;21;1;HUTB-010500
8218547;Apartamento Diagonal - Eixample;10704;Weflating;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3923;2,14001;Entire home/apt;210;2;13;05/08/2022;0,17;23;78;5;HUTB-004726
8260935;D3 - Centro Ciudad / Pº de Gracia;10704;Weflating;Eixample;la Dreta de l'Eixample;41,39723;2,1614;Entire home/apt;210;25;10;14/08/2022;2,26;23;102;10;HUTB-010041
13775306;Suites Sant Antoni - 2 bedroom with balcony;10704;Weflating;Eixample;la Nova Esquerra de l'Eixample;41,38258;2,15634;Entire home/apt;110;32;5;30/11/2021;0,08;23;320;1;No requerida por alojamiento de larga estancia
15406272;Gorgeous 3 bedroom apartment - Gran Via;10704;Weflating;Eixample;Sant Antoni;41,38125;2,15828;Entire home/apt;200;32;7;04/06/2022;0,1;23;224;1;HUTB-010112-61
19922686;SF11 - Sagrada Familia - 1hab;10704;Weflating;Eixample;la Sagrada Família;41,40512;2,17131;Entire home/apt;95;32;0;;;23;279;0;
20855659;Born beach side two bedroom apartment;10704;Weflating;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41,38404;2,18585;Hotel room;70;32;6;07/10/2021;0,12;23;300;1;No needed since it is a monthly rental
23677992;Sweet Beach 2;10704;Weflating;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41,3846;2,18625;Entire home/apt;70;32;8;27/07/2021;0,15;23;322;0;
27070617;Born sea side 2 bedroom with common terrace;10704;Weflating;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41,38454;2,18575;Entire home/apt;70;32;6;13/08/2022;0,17;23;323;1;
33062227;Superior three bedroom apartment City Center;10704;Weflating;Eixample;la Dreta de l'Eixample;41,39207;2,17046;Hotel room;288;1;100;06/09/2022;2,46;23;177;73;hutb-001986
33062383;Sunny three bedroom  penthouse apartment;10704;Weflating;Eixample;la Dreta de l'Eixample;41,39207;2,17046;Entire home/apt;319;1;73;06/09/2022;1,83;23;99;45;HUTB-001996
33067556;Two bedroom apartment downtown Barcelona;10704;Weflating;Eixample;la Dreta de l'Eixample;41,39207;2,17046;Entire home/apt;239;1;68;07/09/2022;1,67;23;254;37;HUTB-001989
39744000;Mosaic Eixample 3;10704;Weflating;Eixample;l'Antiga Esquerra de l'Eixample;41,38965;2,15965;Entire home/apt;120;32;0;;;23;181;0;
42062992;4-bedroom with terrace near Pg Gracia&Pl Catalunya;10704;Weflating;Eixample;la Dreta de l'Eixample;41,39211;2,17055;Entire home/apt;532;3;70;05/09/2022;3,37;23;99;66;HUTB-787084
46636214;Boutique apartment in the city center;10704;Weflating;Eixample;la Dreta de l'Eixample;41,392105;2,170545;Entire home/apt;187;2;28;01/09/2022;1,82;23;138;25;HUTB-198579
52179563;Suites GV Sant Antoni - 2 bedroom with balcony;10704;Weflating;Eixample;la Nova Esquerra de l'Eixample;41,38106;2,15611;Entire home/apt;110;32;0;;;23;26;0;
53824743;Superior bedroom with private bathroom up to 4;10704;Weflating;Eixample;la Dreta de l'Eixample;41,39269;2,16964;Private room;157;2;4;17/07/2022;0,47;23;249;4;AJ000490
53914541;Family room with private bathroom for up to 4;10704;Weflating;Eixample;la Dreta de l'Eixample;41,39326;2,17076;Private room;165;2;9;18/08/2022;1,07;23;203;9;AJ000490
53914868;Economy room with private bathroom for up to 2;10704;Weflating;Eixample;la Dreta de l'Eixample;41,393;2,17132;Private room;113;2;2;16/05/2022;0,26;23;189;2;AJ000490
53932280;Gran Via Central with Terrace - 1;10704;Weflating;Eixample;la Dreta de l'Eixample;41,392105;2,170545;Entire home/apt;145;31;0;;;23;69;0;
53932688;Chic Boutique - 1;10704;Weflating;Eixample;la Dreta de l'Eixample;41,392105;2,170545;Entire home/apt;90;31;0;;;23;274;0;
53964467;Gran Via Central with Terrace - 2;10704;Weflating;Eixample;la Dreta de l'Eixample;41,392105;2,170545;Entire home/apt;145;31;0;;;23;48;0;
53964846;Chic Boutique - 2;10704;Weflating;Eixample;la Dreta de l'Eixample;41,392105;2,170545;Entire home/apt;90;31;0;;;23;274;0;
34883759;COOL CHIC AND RENOVATED;26970;Hugo;Ciutat Vella;el Raval;41,3804;2,16528;Private room;141;31;110;01/09/2022;2,75;2;62;45;Exempt
39141386;Cozy, Calm and Renovated - Joan Miro Park;26970;Hugo;Eixample;la Nova Esquerra de l'Eixample;41,37964;2,15017;Entire home/apt;130;2;74;01/09/2022;2,08;2;49;35;HUTB-003463
978990;Gotico Super-Apt near Pi and Boqueria Market!;34580;Ron;Ciutat Vella;el Barri Gòtic;41,38387;2,1717;Private room;76;32;357;10/08/2022;3,08;1;228;50;
6869498;Big room in MODERNIST FLAT !! Borne;41161;Xavier;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41,39049;2,17889;Private room;69;32;72;24/08/2022;0,82;1;338;21;
4383632;Cozy apartment near Sagrada Familia;44384;Daniela;Horta-Guinardó;el Guinardó;41,41179;2,17437;Entire home/apt;99;10;81;02/09/2022;0,92;1;139;6;HUTB-009823
50059802;Rambla Liceu Raval near Rambla Catalunya;58150;Vinicius Parisian;Ciutat Vella;el Raval;41,37944;2,16837;Entire home/apt;156;1;1;01/03/2022;0,15;1;294;1;
10082639;Charming loft in El Born;67353;Alexandre;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41,38838;2,17895;Private room;81;3;86;08/09/2022;1,06;1;135;13;Exempt
18674;Huge flat for 8 people close to Sagrada Familia;71615;Mireia And Maria;Eixample;la Sagrada Família;41,40556;2,17262;Entire home/apt;180;1;30;29/08/2022;0,27;38;60;9;HUTB-002062
1119598;Flat with views to Sagrada Famila;71615;Mireia And Maria;Eixample;la Sagrada Família;41,40457;2,17215;Entire home/apt;198;1;131;07/09/2022;1,35;38;46;41;HUTB-002113
2288221;Elegant apartment in the heart of the city;71615;Mireia And Maria;Eixample;Sant Antoni;41,37721;2,16429;Entire home/apt;204;1;165;03/09/2022;1,61;38;30;27;HUTB-007160
2394424;Chic studio in a perfect location in Barcelona;71615;Mireia And Maria;Eixample;l'Antiga Esquerra de l'Eixample;41,38723;2,15631;Entire home/apt;191;1;69;20/08/2022;0,68;38;68;24;HUTB-008765
3000464;Barcelona center apartment (2 Adults + 2 Children);71615;Mireia And Maria;Eixample;l'Antiga Esquerra de l'Eixample;41,38532;2,16231;Entire home/apt;174;30;106;07/09/2022;1,05;38;73;6;HUTB-008393
3121245;In front of Fira Barcelona Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35607;2,12678;Entire home/apt;172;1;23;15/08/2022;0,28;38;102;8;HUTB-011699
3481808;Apat. close to Sagrada Familia;71615;Mireia And Maria;Eixample;la Sagrada Família;41,40452;2,1786;Entire home/apt;169;1;19;23/08/2022;0,2;38;77;6;HUTB-011654
3495408;Apartment for groups near Sagrada Familia;71615;Mireia And Maria;Eixample;la Sagrada Família;41,4023;2,17181;Entire home/apt;164;1;6;13/06/2022;0,13;38;69;3;HUTB-001055
3744012;Apartment close to Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35518;2,12586;Entire home/apt;179;1;35;03/09/2022;0,36;38;100;5;HUTB-011701
3744593;Apt with cozy terrace;71615;Mireia And Maria;Eixample;l'Antiga Esquerra de l'Eixample;41,385;2,15795;Entire home/apt;168;1;76;08/07/2022;0,87;38;59;14;HUTB-009747
4970715;Recently renovated and quiet ap.;71615;Mireia And Maria;Eixample;la Nova Esquerra de l'Eixample;41,38432;2,14665;Entire home/apt;116;1;63;04/09/2022;0,83;38;88;13;HUTB-006018
5197249;In front of  Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35823;2,12643;Entire home/apt;173;1;34;08/09/2022;0,4;38;79;18;HUTB-013295
5197640;Apartment in the center of the city;71615;Mireia And Maria;Eixample;l'Antiga Esquerra de l'Eixample;41,38848;2,15607;Entire home/apt;140;1;72;05/09/2022;0,83;38;83;19;HUTB-004738
7003642;Modern apartment with terrace;71615;Mireia And Maria;Gràcia;el Camp d'en Grassot i Gràcia Nova;41,40782;2,16553;Entire home/apt;178;1;56;30/08/2022;0,73;38;75;14;HUTB-002441
7941553;Ap. 2 minutes away from the beach;71615;Mireia And Maria;Ciutat Vella;la Barceloneta;41,37923;2,1913;Entire home/apt;50;32;6;30/10/2021;0,07;38;46;1;
9804396;Apartment in front of Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35563;2,12732;Entire home/apt;167;1;46;24/08/2022;0,61;38;104;19;HUTB-146160
10578648;Ap for 2 near Las Ramblas;71615;Mireia And Maria;Sants-Montjuïc;el Poble Sec;41,37422;2,1685;Entire home/apt;146;1;52;24/08/2022;0,65;38;89;17;HUTB-004479
17019383;Pretty apartment in front of Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35755;2,12717;Entire home/apt;168;1;37;06/08/2022;0,71;38;102;16;HUTB-014667
17617313;Apartment with Garden in Gracia;71615;Mireia And Maria;Gràcia;la Salut;41,40846;2,15059;Entire home/apt;68;32;5;01/03/2020;0,08;38;36;0;
17915459;Apartment next to Las Ramblas and Paral·lel;71615;Mireia And Maria;Eixample;Sant Antoni;41,37594;2,16482;Entire home/apt;174;1;48;05/09/2022;0,76;38;48;29;HUTB-000035
20511348;Apartment in front of Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35598;2,125;Entire home/apt;67;32;2;24/02/2019;0,04;38;72;0;
20613428;Amazing apartment close to Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,356;2,12772;Entire home/apt;76;1;5;30/10/2018;0,1;38;65;0;HUTB-014668
22662931;Smart Apartment in Plaza Europa;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,3553;2,12536;Entire home/apt;178;1;56;03/09/2022;1,02;38;103;21;HUTB-017129
23303763;Amazing Loft in Barcelona;71615;Mireia And Maria;Nou Barris;Porta;41,43483;2,17532;Entire home/apt;50;32;0;;;38;77;0;
23390857;Apartment for families next to Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,3584;2,12779;Entire home/apt;95;32;4;01/01/2019;0,08;38;33;0;HUTB-017128
24011874;Sunny apartment near the Parc Güell;71615;Mireia And Maria;Horta-Guinardó;el Carmel;41,41736;2,15157;Entire home/apt;151;1;11;01/03/2020;0,23;38;96;0;HUTB-012141
25343378;Apartment in front of Fira Gran Via,;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35669;2,12519;Entire home/apt;176;1;16;08/06/2022;0,31;38;100;2;HUTB-011700
29379323;Apartamento de negocios frente feria Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35612;2,12757;Entire home/apt;64;31;0;;;38;32;0;
36435636;Park-Güell-Terrace;71615;Mireia And Maria;Gràcia;Vallcarca i els Penitents;41,41618;2,14384;Entire home/apt;70;32;3;01/08/2021;0,08;38;3;0;
39404052;Apartamento de negocios cerca de la Feria/congreso;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35721;2,12691;Entire home/apt;64;32;0;;;38;65;0;
40745175;Apartamento moderno cerca del Camp Nou;71615;Mireia And Maria;Les Corts;les Corts;41,38267;2,12986;Entire home/apt;56;32;0;;;38;0;0;
43210954;Apartamento frente a la feria de Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35777;2,12594;Entire home/apt;62;32;0;;;38;87;0;
5,9821E+17;Modern apartment close to the Camp Nou Stadium;71615;Mireia And Maria;Les Corts;la Maternitat i Sant Ramon;41,38405;2,12758;Entire home/apt;204;1;13;05/09/2022;3,58;38;101;13;HUTB-004733
6,1487E+17;Comodo apartamento cerca de la Estacion de Sants;71615;Mireia And Maria;Sants-Montjuïc;Sants;41,37344;2,1316;Entire home/apt;62;32;0;;;38;0;0;
6,25159E+17;Piscina! Centro ciudad! precioso apartamento.;71615;Mireia And Maria;Ciutat Vella;el Barri Gòtic;41,385693;2,173127;Entire home/apt;80;32;0;;;38;283;0;
6,74381E+17;Apartment in front of Fira Gran Via;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35732;2,12685;Entire home/apt;76;32;0;;;38;284;0;HUTB-017128
6,91017E+17;Apartment Fira Gran Via 2512b;71615;Mireia And Maria;Sants-Montjuïc;la Marina de Port;41,35574863;2,125389173;Entire home/apt;66;32;0;;;38;88;0;Exempt
7,09852E+17;Apartment in prime location, perfect for families;71615;Mireia And Maria;Eixample;l'Antiga Esquerra de l'Eixample;41,3860732;2,1583395;Entire home/apt;168;1;0;;;38;100;0;HUTB-002989
34981;VIDRE HOME PLAZA REAL on LAS RAMBLAS;73163;Andres;Ciutat Vella;el Barri Gòtic;41,37978;2,17623;Entire home/apt;390;5;179;24/08/2022;1,23;1;144;25;HUTB-001506
32962153;Orange BLossom  apart. in Gracia/Diagonal.;73546;Requesens;Gràcia;la Vila de Gràcia;41,39834;2,16068;Entire home/apt;64;31;4;20/12/2019;0,1;2;76;0;
6,28229E+17;Cozy apartment in the city centre of Barcelona;73546;Requesens;Ciutat Vella;el Raval;41,37886;2,16342;Entire home/apt;67;32;0;;;2;0;0;Exempt
18889879;LAS RAMBLAS A 5 MIN A PIEDI AFFITTI MENSILI WIFI;75450;Sasa;Ciutat Vella;el Raval;41,3796;2,16621;Entire home/apt;45;32;6;30/08/2022;0,11;2;46;2;Exempt
51187385;**IN THE HEART OF BARCELONA TWO BEDROOMS BRIGHT**;75450;Sasa;Ciutat Vella;el Raval;41,3781;2,16524;Entire home/apt;50;31;2;16/01/2022;0,19;2;229;2;
23197;Forum CCIB DeLuxe★Spacious &Elegant★Large Balcony;90417;Etain (Marnie);Sant Martí;el Besòs i el Maresme;41,41291;2,22063;Entire home/apt;230;5;62;23/07/2022;0,44;2;84;10;HUTB005057
46153;CHIC SANT PERE★NO SHARING ★GREAT LOCATION ★;90417;Etain (Marnie);Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41,38866;2,17839;Entire home/apt;40;90;5;31/07/2022;0,04;2;184;2;Exempt
7137292;Sagrada Familia Terrace Penthouse 2 BR - Licensed;98297;Finn;Eixample;la Sagrada Família;41,40672;2,1765;Entire home/apt;212;4;165;22/08/2022;1,91;1;304;41;HUTB-004963
634786;Bcn City Oasis - Arty Apt -  5 ensuite bedrooms;114509;Stevie;Eixample;l'Antiga Esquerra de l'Eixample;41,39078;2,15916;Private room;300;5;1;07/05/2018;0,02;1;68;0;
986867;HOMU - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;351;1;51;31/07/2022;0,45;18;339;1;HUTB-005117
988755;HOGAR - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;336;1;33;11/03/2022;0,29;18;317;2;HUTB-005118
1207330;MAISON - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;278;1;57;28/08/2022;0,51;18;327;22;HUTB-005706
1207452;RUMAH - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;292;1;59;06/09/2022;0,58;18;338;17;HUTB-005705
6088098;Lovely Attic in Barcelona 2;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;292;1;56;03/09/2022;0,64;18;338;23;HUTB-006607
6096609;JIB - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;98;30;13;26/08/2022;0,15;18;284;1;Exempt
18148057;BAILE - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;110;30;2;03/07/2022;0,03;18;29;1;HUTB-005707
18167818;SPÍTI - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;115;30;2;31/08/2022;0,07;18;275;1;Exempt
26519990;GHAR - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;110;30;2;30/06/2022;0,25;18;268;2;Exempt
26545851;MANZIL - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;110;30;1;25/07/2022;0,63;18;163;1;Exempt
26550311;BARI - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;110;30;1;03/08/2022;0,77;18;233;1;Exempt
26551159;KAAINGA - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;115;30;3;24/08/2022;0,11;18;299;2;HUTB-009806
26551614;HEM - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;110;30;1;31/08/2022;1;18;253;1;Exempt
41926662;KOTI - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,3941;2,14707;Entire home/apt;278;1;7;26/07/2022;0,54;18;345;5;HUTB-009779
48858168;LLAR - C211 Barcelona;121825;C211;Eixample;l'Antiga Esquerra de l'Eixample;41,39297;2,14787;Entire home/apt;305;1;8;23/08/2022;0,56;18;318;4;HUTB-005707
52020063;HAUS - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,39519;2,14727;Entire home/apt;305;1;5;15/07/2022;0,79;18;330;5;HUTB-006605
52020064;HOME - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,39513;2,14824;Entire home/apt;305;1;7;29/08/2022;0,83;18;323;7;HUTB-006609
52117857;DOMA - C211 Barcelona;121825;C211;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;41,39464;2,1459;Entire home/apt;320;1;1;05/06/2022;0,31;18;314;1;HUTB-006608
45409698;Alquiler de Piso en calle de Joaquín Costa, 20;131596;Alexandre;Ciutat Vella;el Raval;41,38075;2,16764;Entire home/apt;45;90;0;;;1;0;0;
1199380;Picasso Suites 1.3 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,3963;2,16855;Entire home/apt;189;1;239;07/09/2022;2,13;22;88;19;HUTB-006799
1199382;Find Calm at a Neutral City Sanctuary with Sleek Style;131794;Damien;Eixample;la Dreta de l'Eixample;41,39498;2,1704;Entire home/apt;189;1;235;04/09/2022;2,08;22;88;20;HUTB-006798
1207407;Picasso Suites 2.1 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39652;2,16969;Entire home/apt;243;1;96;10/04/2022;0,85;22;350;3;HUTB-005257
1255085;Picasso Suites 5.1 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39599;2,16941;Entire home/apt;252;1;240;29/08/2022;2,15;22;118;28;HUTB-005258
1266363;Picasso Suites 3.1 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,3974;2,16964;Entire home/apt;235;1;159;05/09/2022;1,42;22;349;8;HUTB-005631
1266491;Picasso Suites 5.3 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,3963;2,16855;Entire home/apt;194;1;176;05/09/2022;1,58;22;99;21;HUTB-005259
1328996;Picasso Suites 5.2 Private Terrace;131794;Damien;Eixample;la Dreta de l'Eixample;41,39699;2,16768;Entire home/apt;281;1;192;31/07/2022;1,73;22;120;14;HUTB-006789
1661060;Picasso Suites 4.1 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39731;2,16966;Entire home/apt;252;1;98;20/08/2022;0,9;22;118;6;HUTB-006778
1830917;Picasso Suites 4.2 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39669;2,16974;Entire home/apt;252;1;128;06/09/2022;1,21;22;118;14;HUTB-006775
1831778;Picasso Suites 2.2 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,3975;2,16829;Entire home/apt;273;1;62;11/08/2022;0,6;22;128;4;HUTB-006776
1839552;Picasso Suites 2.3 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39519;2,16735;Entire home/apt;273;1;106;05/09/2022;1,04;22;128;15;HUTB-006797
2118473;Private terrace at Sagrada Familia;131794;Damien;Eixample;la Dreta de l'Eixample;41,38798;2,16786;Entire home/apt;295;1;155;16/10/2020;1,5;22;238;0;HUTB-595719
2268067;Bruc · Find Calm at this cozy City Sanctuary with terrace;131794;Damien;Eixample;la Dreta de l'Eixample;41,39704;2,16838;Entire home/apt;224;1;174;27/08/2022;1,68;22;341;15;HUTB-008256
4018686;Picasso Suites 5.4 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39744;2,16825;Entire home/apt;281;1;53;08/08/2022;0,57;22;128;6;HUTB-006788
4921267;Picasso Suites 1.1 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39726;2,16935;Entire home/apt;281;1;82;20/08/2022;0,91;22;128;12;HUTB-006799
5398030;Picasso Suite 1.4 Paseo de Gracia with Terrace;131794;Damien;Eixample;la Dreta de l'Eixample;41,39569;2,16735;Entire home/apt;287;1;92;24/08/2022;1,18;22;121;23;HUTB-006794
5398314;Picasso Suites 4.3 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,3957;2,16814;Entire home/apt;189;1;164;06/09/2022;1,91;22;99;19;HUTB-006791
10689360;Picasso Suites 4.4 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39726;2,16959;Entire home/apt;273;1;73;11/08/2022;0,93;22;128;16;HUTB-006790
12816386;Picasso Suites 3.2 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39542;2,16766;Entire home/apt;281;1;87;28/08/2022;1,14;22;128;17;HUTB-006792
14171072;Sleeps 18 off Paseo de Gracia with sunny terrace;131794;Damien;Eixample;la Dreta de l'Eixample;41,39573;2,16769;Entire home/apt;1413;3;37;19/06/2022;0,55;22;301;6;HUTB-005257      HUTB-006776   HUTB-006797
19060476;Picasso Suites 3.3 Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39512;2,16929;Entire home/apt;281;1;77;04/09/2022;1,28;22;128;12;HUTB-006793
24167970;Sleeps 20 off Paseo de Gracia;131794;Damien;Eixample;la Dreta de l'Eixample;41,39569;2,16921;Entire home/apt;1442;2;8;21/08/2022;0,16;22;326;4;HUTB-005631 HUTB-006792 HUTB-006793
945007;A home for the price of a room BCN;134673;Nuestramérica;Gràcia;el Camp d'en Grassot i Gràcia Nova;41,40463;2,17154;Entire home/apt;99;2;329;30/08/2022;2,83;1;208;45;HUTB-005251
32711;Sagrada Familia area - Còrsega 1;135703;Nick;Gràcia;el Camp d'en Grassot i Gràcia Nova;41,40566;2,17015;Entire home/apt;140;2;74;10/08/2022;0,54;3;287;11;HUTB-001722
49968;Sagrada Familia area - Còrsega 2;135703;Nick;Gràcia;el Camp d'en Grassot i Gràcia Nova;41,4057;2,17016;Entire home/apt;140;2;60;31/07/2022;0,44;3;288;17;HUTB-001723
73683;Sagrada Familia area for 12 people;135703;Nick;Gràcia;el Camp d'en Grassot i Gràcia Nova;41,40554;2,17017;Entire home/apt;280;2;166;21/08/2022;1,21;3;275;2;HUTB-001723
12355911;Room next to metro w/ own bathroom;143513;Nabeelah;Horta-Guinardó;la Teixonera;41,42369;2,14722;Private room;37;2;42;24/06/2017;0,54;1;0;0;
10901469;Bright double room with terrace;150480;Laila;Horta-Guinardó;el Guinardó;41,41895;2,17366;Private room;30;31;29;07/07/2022;0,36;1;290;2;
52902161;Artistic part of the City;150922;Ozgur;Eixample;la Dreta de l'Eixample;41,39041;2,16405;Private room;130;31;7;20/08/2022;1,31;3;315;7;Exempt
6,00454E+17;Central part of the City;150922;Ozgur;Eixample;la Dreta de l'Eixample;41,38872322;2,163719498;Private room;98;5;3;30/08/2022;2,73;3;38;3;Exempt
6,09877E+17;Authentic part of the City;150922;Ozgur;Eixample;la Dreta de l'Eixample;41,38867;2,16367;Private room;95;5;7;28/08/2022;2,39;3;319;7;Exempt
8099214;Fifth Floor Near The Beach;154251;Leslie;Sant Martí;la Vila Olímpica del Poblenou;41,39027;2,19535;Entire home/apt;100;2;180;19/08/2022;2,13;1;196;21;HUTB-000733
13834520;Room with a balcony in the heart of Born;154720;Armine;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41,38487;2,1816;Private room;40;40;6;01/01/2020;0,08;1;0;0;
43742928;Precioso piso en magnífica ubicación;157464;Patricia;Sarrià-Sant Gervasi;el Putxet i el Farró;41,40706;2,14656;Entire home/apt;65;32;0;;;1;0;0;
36763;In front of the beach;158596;Ester;Ciutat Vella;la Barceloneta;41,38043;2,19094;Private room;39;31;101;25/08/2022;0,76;1;231;22;
18154978;Barcelona Beach Penthouse;170357;Ahmed;Sant Martí;el Poblenou;41,40069;2,20351;Entire home/apt;113;32;10;19/06/2022;0,17;1;289;2;
40983;Classical loft close to pedrera!;177617;Joaquin;Eixample;la Dreta de l'Eixample;41,39631;2,16832;Entire home/apt;110;2;241;07/09/2022;1,76;6;93;55;HUTB-001282
543342;Gran Vía Apartment Catalunya square;177617;Joaquin;Eixample;l'Antiga Esquerra de l'Eixample;41,38324;2,15969;Entire home/apt;111;2;300;30/08/2022;2,42;6;81;64;HUTB-005353
775644;Top Apartment in the eixample BCN;177617;Joaquin;Eixample;la Nova Esquerra de l'Eixample;41,38103;2,15219;Entire home/apt;111;2;280;01/08/2022;2,41;6;79;39;HTUB-009094
49984706;Room With AC, Private Bathroom, Terrace +600MbWifi;177617;Joaquin;Sarrià-Sant Gervasi;les Tres Torres;41,39441;2,13274;Private room;61;32;9;30/06/2022;0,7;6;365;7;Exempt
49984968;Bedroom With AC, Private Terrace and 600Mb Wifi;177617;Joaquin;Sarrià-Sant Gervasi;les Tres Torres;41,39261;2,13241;Private room;39;32;12;22/07/2022;0,77;6;223;6;Exempt
50083428;Bedroom With AC, Shared Terrace and 600Mb Wifi;177617;Joaquin;Sarrià-Sant Gervasi;les Tres Torres;41,39269;2,13308;Private room;37;32;8;30/06/2022;0,55;6;314;5;Exempt
3275071;B&B Terrace Bedroom;180072;Marisa;Eixample;la Sagrada Família;41,40617;2,1728;Private room;100;4;3;29/09/2015;0,03;1;0;0;Exempt
41952;Modern Apartment - Sagrada Familia;183340;Teresa;Gràcia;el Camp d'en Grassot i Gràcia Nova;41,40568;2,16943;Entire home/apt;167;3;55;15/08/2022;0,44;4;325;16;HUTB-003549
29504234;Duplex  totalmente reformado en el centro de BCN;183340;Teresa;Ciutat Vella;el Raval;41,3804;2,16463;Entire home/apt;285;30;6;24/06/2022;0,18;4;230;5;Exempt
39688045;Big renovated apartment in cozy Gracia;183340;Teresa;Gràcia;el Camp d'en Grassot i Gràcia Nova;41,40985;2,16085;Entire home/apt;66;30;3;25/06/2022;0,37;4;157;3;Exempt
